quartos,area,preco,zona_leste,zona_norte,zona_oeste,zona_sul
1.0986122886681096,4.709530201312334,1.3862943611198906,0,0,1,0
1.3862943611198906,4.110873864173311,0.8544153281560676,0,1,0,0
1.0986122886681096,4.110873864173311,0.8033459728580208,0,0,1,0
1.0986122886681096,3.713572066704308,0.7793248768009976,0,0,0,1
1.0986122886681096,3.970291913552122,0.9932517730102834,0,0,1,0
0.6931471805599453,3.828641396489095,1.5282278570085572,0,0,0,1
1.0986122886681096,3.8501476017100584,0.9820784724121581,0,0,0,1
1.0986122886681096,4.007333185232471,0.8746350566053226,0,0,0,1
0.6931471805599453,4.07753744390572,0.8940451229268354,0,0,1,0
0.6931471805599453,3.5263605246161616,1.1631508098056809,0,0,0,1
1.0986122886681096,4.204692619390966,1.4586150226995167,0,0,0,1
1.0986122886681096,4.1588830833596715,1.252762968495368,1,0,0,0
1.0986122886681096,4.189654742026425,0.9745596399981308,0,1,0,0
1.0986122886681096,4.174387269895637,0.8628899551470399,0,1,0,0
0.6931471805599453,3.258096538021482,6.898714534329988,0,0,0,1
1.0986122886681096,3.9512437185814275,1.1314021114911006,1,0,0,0
1.3862943611198906,4.709530201312334,1.3862943611198906,1,0,0,0
1.0986122886681096,5.081404364984463,1.2809338454620645,0,1,0,0
1.0986122886681096,4.875197323201151,1.3862943611198906,0,1,0,0
1.0986122886681096,4.532599493153256,1.55814461804655,1,0,0,0
0.6931471805599453,4.110873864173311,1.423108334242607,0,0,0,1
1.3862943611198906,5.198497031265826,1.6094379124341003,0,0,1,0
1.0986122886681096,4.219507705176107,1.1600209167967532,0,0,0,1
0.6931471805599453,3.6888794541139363,1.5040773967762742,0,0,0,1
0.6931471805599453,3.713572066704308,1.0715836162801904,1,0,0,0
1.0986122886681096,4.564348191467836,1.3862943611198906,0,0,0,1
0.6931471805599453,3.8918202981106265,1.0647107369924282,0,0,1,0
0.6931471805599453,3.044522437723423,6.803505257608338,0,0,0,1
0.6931471805599453,3.6375861597263857,0.7884573603642702,1,0,0,0
1.3862943611198906,4.61512051684126,0.9162907318741551,1,0,0,0
1.6094379124341003,5.342334251964811,1.7047480922384253,0,1,0,0
1.0986122886681096,3.912023005428146,1.0986122886681096,0,0,1,0
1.0986122886681096,4.189654742026425,0.9932517730102834,0,0,1,0
1.6094379124341003,5.187385805840755,2.3978952727983707,0,0,1,0
1.3862943611198906,4.61512051684126,1.5040773967762742,0,1,0,0
0.6931471805599453,3.4657359027997265,0.8544153281560676,0,1,0,0
1.6094379124341003,5.3981627015177525,1.3532545070416904,0,0,0,1
0.6931471805599453,3.8066624897703196,1.5366521427084476,0,0,1,0
1.0986122886681096,4.2626798770413155,1.0647107369924282,1,0,0,0
1.0986122886681096,4.709530201312334,1.2809338454620645,0,0,1,0
0.6931471805599453,3.58351893845611,1.0986122886681096,0,0,1,0
0.6931471805599453,3.828641396489095,0.832909122935104,0,1,0,0
1.0986122886681096,3.7612001156935624,0.9162907318741551,1,0,0,0
0.6931471805599453,3.5263605246161616,1.0647107369924282,0,0,0,1
1.0986122886681096,4.219507705176107,0.9555114450274365,0,1,0,0
0.6931471805599453,3.5263605246161616,1.1349442179154998,0,0,0,1
1.0986122886681096,4.653960350157523,1.7119945007591926,0,0,1,0
0.6931471805599453,4.61512051684126,6.68586094706836,1,0,0,0
0.6931471805599453,3.4339872044851463,6.311734809152915,1,0,0,0
1.0986122886681096,4.6443908991413725,1.252762968495368,0,0,1,0
0.6931471805599453,3.6635616461296463,6.803505257608338,0,0,1,0
1.0986122886681096,4.465908118654584,0.832909122935104,1,0,0,0
0.6931471805599453,3.828641396489095,6.803505257608338,1,0,0,0
1.0986122886681096,3.912023005428146,0.8586616190375187,0,0,0,1
1.0986122886681096,4.060443010546419,0.9162907318741551,1,0,0,0
1.0986122886681096,4.219507705176107,0.7884573603642702,0,0,0,1
1.0986122886681096,4.31748811353631,0.8241754429663495,0,1,0,0
0.6931471805599453,3.8066624897703196,1.3862943611198906,0,0,1,0
1.0986122886681096,4.330733340286331,1.355835153635182,1,0,0,0
1.0986122886681096,4.890349128221754,1.8082887711792655,0,0,1,0
0.6931471805599453,3.9318256327243257,0.7654678421395714,0,1,0,0
0.6931471805599453,4.983606621708336,2.4423470353692043,0,0,1,0
1.0986122886681096,4.31748811353631,1.0986122886681096,0,0,0,1
0.6931471805599453,3.713572066704308,0.8960880245566356,1,0,0,0
1.3862943611198906,4.532599493153256,0.832909122935104,0,1,0,0
1.0986122886681096,3.8918202981106265,1.0260415958332743,0,1,0,0
1.0986122886681096,3.9318256327243257,0.7884573603642702,1,0,0,0
1.0986122886681096,4.189654742026425,0.9555114450274365,0,1,0,0
1.3862943611198906,4.663439094112067,1.3609765531356006,0,0,1,0
1.0986122886681096,4.110873864173311,0.9820784724121581,0,1,0,0
